date,time,tweet,Food Delivery,Aspect,Sentiment
2019-11-09,19:54:26,“ทุกวันนี้คนที่รอเราได้ก็มีแต่foodpandaป่าววะ” #foodpanda,Yes,Company,Positive
2019-11-09,19:29:02,งาน Foodpanda present Thailand Top 100 by joox 2009 ทำงาน 7 โมงเช้ายันเที่ยงคืน  ยาวๆๆ ตื่นเต้นที่ได้มีโอกาสทำงานใหญ่อันนี้ #foodpanda @ SHOW DC  https://www.instagram.com/p/B4pQr3EB0pE/?igshid=g4lnv3ldioks …,No,,
2019-11-09,16:49:30,"ขายบัตรงานJoox vip 900บาท เข้าได้ 2 คน สนใจติดต่อด่วนค่า เข้างานได้ตอนนี้เลย

#TRINITY_TNT #foodpanda #jooxthailand",No,,
2019-11-09,14:08:42,Food panda แม่งขับรถแบบโครตเชี่ยอ่ะ เมื่อวานคือขับปาดหน้าละคันเราเกือบล้ม ไม่มีการหันมาขอโทษละขับไปเลย เคยคอมเพลนแล้วไม่มีไรเกิดขึ้น อิดอกจะไม่ใช้บริการแน่ๆ @foodpanda_th #foodpanda,Yes,Employee,Negative
2019-11-09,12:47:28,"#foodpanda

สั่งอาหาร food panda ไป 150 บาท จ่ายล่วงหน้าผ่าน credit card..

พอมาส่ง คนรับไม่รู้ จ่ายสดไป 150 บาท + ทิป 20 บาท

เด็กส่งทำเงียบ .. รับเงินแล้วแน่บ..

ทวงผ่าน #foodpanda หลายรอบ .. เงียบหาย .. สบายไป  pic.twitter.com/gm6dCgEkIS",Yes,Employee,Negative
2019-11-08,13:19:03,แมพมาร์คที่อยู่ผิดทุกครั้งที่บันทึก พอแล้วค่ะ ถึงร้านจะมีเยอะแต่ไม่ขอสั่งอีกแล้ว เหนื่อยกว่าจะได้แดก #foodpanda,Yes,System,Negative
2019-11-07,23:16:12,มีโค้ดบัตร Regular 2ใบ สนใจทักมาครับ ราคาเสนอมาเลยเพราะนี่ไม่รู้เรื่อง55555 #JOOX #Foodpanda #JOOXXFOODPANDA,Yes,Price,Neutral
2019-11-07,20:03:08,สั่งKFC tudome จ่ะ รอไปแล้วชาตินึง #foodpanda,Yes,Employee,Negative
2019-11-07,11:27:19,"สั่งข้าวผัดผักบุ้งหมูกรอบราดข้าวผ่าน
#foodpanda แต่กลับได้แต่ข้าวเปล่า
เปนท้อเน้อจ้าวว  pic.twitter.com/ie3wg4qWrX",Yes,Employee,Negative
2019-11-06,19:43:15,รักความ food pandaมาก เอาใจลูกค้าเก่าๆอย่างเราๆ🥺 #foodpanda  pic.twitter.com/f406x2oFTk,Yes,Company,Positive
2019-11-06,12:02:08,#foodpanda เป็นแอพที่แย่มากเลย สั่งอาหารแล้วร้านไม่รับออเดอร์ แล้วยังจะมาโทษลูกค้าอีก ส่วนลดก็ไม่คืนให้ ตัดเงินทันทีที่กดสั่งอีก!!! ไม่มีปุ่มยกเลิกให้ กว่าจะคุยกับ callcenter ก็ช้ามาก แย่มาก  pic.twitter.com/xsgQF8BjjV,Yes,Company,Negative
2019-11-06,12:00:36,พอกันทีกับฟู้ดแพนด้า สั่งอาหารไปห้ารอบให้รอเป็นชั่วโมงแล้วก็โดนยกเลิกทั้งห้ารอบ นี่รอบที่หกก็ว่าเออลองสั่งอีกสักรอบเผื่อจะได้ สรุปก็ไม่ได้อีกจ้า กุเซ็งมาก ทัก live chat ก็บอกว่าเดี๋ยวจะปรับปรุงทุกรอบ ปรับปรุงบ้าอะไรวะห้าหกรอบก็ยังเหมือนเดิม #foodpanda #foodpandath,Yes,System,Negative
2019-11-06,10:41:16,"GrabFood 🍹สั่งได้เลยจ้าาาา มีเมนูยำแล้วนะคะ🍝 #grabfood #foodpanda
🍛#ข้าวไข่เจียว #กาแฟสด #ยำหมูยอ #ยำมาม่า #ข้าวผัดกุ้ง #อาหารตามสั่ง #สปาเก็ตตี้ 🏡#วัดกัลยาณ์ #โรงเรียนแสงอรุณ #ฝั่งธน #โรงเรียนศึกษานารี @ Wandee…  https://www.instagram.com/p/B4gl5kiAvS-/?igshid=4ueo246ut932 …",No,,
2019-11-04,19:17:07,#foodpanda คือการบริการไม่โอเคเลย,Yes,Company,Negative
2019-11-03,23:10:32,อิ #foodpanda ชาตินี้กุจะไม่สั่งอาหารจากมึงอีก กุจะภักดีต่อพี่ #GrabFood ของกุเท่านั้นนน ปาราชิก!!,Yes,Company,Negative
2019-11-02,18:22:23,"วันนี้ผมสั่ง S&P จากแอป #foodpanda มาครับ เมนู Spicy seafood spaghetti เ รสชาตจะออกหวานนิดๆ เค็มกับเผ็ดจะตามมา เครื่องseafood ที่ให้มาสดกุ้ง หมึก และหอยเด้งสู้ลิ้นดีมาก ใครหิวสั่งตามกันได้ครับ เมนูนี้ผมให้ 8⭐ เลย

🐼เดือนนี้มีโปรอยู่นะครับลองเข้าไปส่องกันได้ในแอป #foodpanda เลยย  pic.twitter.com/HUiPr3ZUTO",No,,
2019-11-02,14:26:00,โดนไรเดอร์พูดจาไม่ดีใส่แถมยังตะโกนใส่โวยวายนี่ร้องเรียนได้ที่ไหนครับ #foodpanda,Yes,Employee,Negative
2019-11-02,13:15:10,รีวิว foodpanda จ้า เกือบโดนคนขับโกง ! #Foodpanda,Yes,Employee,Negative
2019-10-31,19:19:12,ถ้าต้องการรับช้อน-ส้อม ต้องเลือกอะไรคะ เคยเลือกทั้ง enable/disable ก็ไม่เคยได้รับช้อนส้อมเลย โดยเฉพาะบอนชอน ไม่เคยได้เลยยยยยย จะให้ใช้มือทานหรอคะ? #foodpanda #foonpandath #bonchon pic.twitter.com/nnNiXZPoMU,Yes,Employee,Negative
2019-10-30,20:24:32,"อยากให้ที่ตราด...มีบริการ #ฟูดแพนด้า บ้างจัง
If there is #FoodPanda serves in Trat, it might be good. — at ตลาดพิษณุโลกร่วมใจ (ตลาดสถานีรถไฟ)  https://www.facebook.com/100000255333929/posts/2832733193411831/ …",Yes,Company,Neutral
2019-10-30,20:16:07,"อร่อยบอกต่อ.. ป้าให้ผักเยอะมาก
ไตปลานัวได้ใจเเต่อาจจะเค็มสำหรับคนอื่นที่เเน่ๆราคาน่าร๊ากกกกก​สั่งไปตำที่บ้านชิลๆนะจ๊ะ
ปล.ภูเก็ต​เน้อ

#foodpanda @foodpandaphuket  pic.twitter.com/W5RE9Hho4D",No,,
2019-10-30,18:20:02,"วันนี้กดสั่ง foodpanda ไป 10 รอบ
สั่งขั้นต่ำ 150 ลด 100 จ่ายแค่ 50 อ่ะแก !!
คุ้มมากก ดีตรงใช้โค้ทซ้ำกี่รอบก็ได้
ใช้โค้ท october100 

#foodpanda #บอกต่อ #ปันโปร",Yes,Price,Positive
2019-10-30,10:38:37,"ขอบคุณทีมงานฟู๊ดแพนด้า ที่มาใช้สถานที่ร้านเรา🙏🏻
แถลงข่าวเปิดตัวฟู๊ดแพนด้า ในจ.แพร่🎉🥳
#Foodpanda #PHRAE #N.Na CAFE’

สั่งกาแฟร้านเราผ่านฟู๊ดแพนด้าได้นะจ้า

เริ่มให้บริการในวันที่ 1พฤศจิกายนนี้นะคะ🤗

ผู้ประกอบการหรือร้านค้าไหน สนใจเข้าร่วม...  https://www.facebook.com/100000344778502/posts/2600017003353100/ …",No,,
2019-10-30,06:29:03,ชานมโอวัลติน ขอบคุณฟู้ดแพนด้า ประทับใจจริงๆ #foodpanda  pic.twitter.com/Ly0ytzPSm4,Yes,Company,Positive
2019-10-28,22:37:58,ข้าวมันไก่ร้านหนึ่งจาก #foodpanda ราคา60บาท  pic.twitter.com/9Au2lM9p4L,No,,
2019-10-28,20:20:02,ฟู้ดแพนด้ามีค่าบริการละ​ ทั้งค่าดำเนินการและvat #foodpanda,Yes,Price,Neutral
2019-10-27,14:12:53,#foodpanda. panda. บอกนามสกุลกูไม่ถูกต้อง ?? เอ๊ะ รู้ดีกว่ากูอีก รึต้องใช้ภาษาอังกฤษ แต่ชื่อถูกนะแต่นามสกุลไม่ถูก  pic.twitter.com/3zUgvrTa9r,Yes,System,Neutral
2019-10-26,20:30:31,วันนี้ต้องอารมณ์เสียเพราะ #Foodpanda ยกเลิกออเดอร์อีกกี่รอบอ่ะ มันควรมีระบบเรียลทามที่ไม่ต้องเสียเงลารอจนใหล้ได้กินแล้วมาบอกทีป้ะว่าออเดอร์ยกเลิกร้านปิด ปิดก็ปิดไปดิ ขึ้นเปิดทำไมอ่ะ หัวร้อนว่ะ หิวก็หิว แม่ง,Yes,System,Negative
2019-10-25,11:29:52,"เมื่อคืนออเดอร์ #foodpanda ล่วงหน้า
3ร้าน ส่ง 3 เวลา ใช้โค้ด #OCTOBER100 ตื่นเช้ามา ดันโดนยกเลิกหมด ลคร้านเราที่ออเดอร์ไว้เช่นกัน สั่งมา 7 ยกเลิก4 มีคนได้โปรนี้แค่3
ระบบห่วยมาก ถ้าไม่พร้อมจะให้ส่วนลด
ก้ออย่าทำ ใจไม่นักเลงพอเลย",Yes,System,Negative
2019-10-24,16:55:12,#ชิมช้อปใช้ ใช้ซื้ออาหารผ่านแอพ #foodpanda ได้มั้ย  https://pantip.com/topic/39346815  #pantip via @pantip1996,No,,
2019-10-24,01:33:00,"ใครที่ยังไม่มีบัตร Joox แล้วสั่งอาหารทานบ่อยๆ ลองมาเล่นลุ้นบัตรกับทาง #foodpanda ดูนะฮะ

ใส่โค้ด PANDAJOOX ตอนสั่งอาหาร ราคา 200 บาทขึ้นไป

ใช้ครบ 3 ครั้ง เป็น 1000 คนแรก ก็รับไปเล้ยยยยย 

ถึงสิ้นเดือนนี้ฮะ น้องว่าแจกเยอะมาก น่าจะพอมีโอกาสนะ

#TomIsara
 https://www.facebook.com/FoodpandaThailand/photos/a.133710206757931/2247432148719049/?type=3&__xts__%5B0%5D=68.ARBdy0l7GbQ1YJHOHJzmVNzZZKr_GtY75jnUQRaWT4DpK3rQNtH72ExaYlbxadbb93cEj6dc5LwwIIaHp1rshH344Q7Ydj6KgLfbYjAE8g3vbMP8PwOXJmhJVHfzwApUpQOaQP5-Wtxnr1pCZKI4xW8Ja0eqx3I_CegVZpAGRaGqGDbF8YQtYFSIgH6UeUYoyxwteW8H-kNru7Mp35W9XL_s1Pr7IXr5zL6YLi7VXnMzJhRf4cFFO2fpYwQRNT_NrHm_7RcC1dbHtJOKP0B2m7vEYPCyAZsDM2IGzd5FSAbuGh3om5-4Grb2daIWD4fv-RlvD58MWjHD6ngYUz4BQYhlHA&__tn__=-R …",Yes,Price,Neutral
2019-10-23,21:35:19,ขายคูปองฟู้ดแพนด้าสำหรับสมชใหม่ 20 บาทใช้ไม่ทันจ้า TT หมดสิ้นเดือนซื้อขั้นต่ำ 150 ลด 75 #foodpanda #รวยจนขาดสติ #ใหญ่จนคิสไม่ถึง #ขายของ pic.twitter.com/KpTir9i2WR,Yes,Price,Neutral
2019-10-23,21:04:19,รัก #foodpanda  pic.twitter.com/OEIZ0b1w2E,Yes,Company,Positive
2019-10-22,20:49:15,"อยากกินข้าวมันไก่ 
#ดึกไปมั้ย #foodpanda ต้องมาแล้ววว",No,,
2019-10-22,19:15:32,"#แจกโค้ดส่วนลด! #foodpanda

สั่งผ่านแอป foodpanda หรือ  http://www.foodpanda.co.th  แจก code ลดสูงสุด 20% จ้า 
*กทม.ใช้โค้ด “NOCOOK” (ขั้นต่ำ 200 บาท)
*ตจว.ใช้โค้ด “NOCOOK20” (ขั้นต่ำ 120 บาท)
*โปรถึง 31 ต.ค. 2562 นี้จ๊ะ!  รีบโหลดมาสั่งกันเลย

 #ตุลาไม่เสียเวลา #หมูหิว #เจ๊หมูชวนหิว pic.twitter.com/Lh9uUryABM",Yes,Price,Neutral
2019-10-22,18:51:16,คือใช้ที่อยู่เดิมในการส่ง บ้านอยู่ไอซ์แลนด์ ไปปักนู่น สามแยกบิ๊กซี #foodpanda แล้วที่อยู่ปกติก็ไม่ตรงซอยที่ปักนะ ยังดียังอยู่ในหมู่บ้าน จะเอาแต่ใจไม่สนใจตอนกุปัก มันไม่ได้,Yes,Employee,Negative
2019-10-22,14:27:08,แงงง บริการดีอ่าา สั่งครั้งแรก วันไหนที่ขก.จริงๆๆๆจะใช้บริการอีก😆💗 มาไวทันใจจริงๆ555 #foodpanda  pic.twitter.com/Qc11RjgorX,Yes,Company,Positive
2019-10-22,09:49:43,"นวัตกรรมใหม่ในการตัดถุงข้าวมารองอาหาร ประหยัดไปอีก กินไม่ลงเลย !!!
#Foodpanda #food #korat #pandakorat pic.twitter.com/bunetsXora",No,,
2019-10-21,19:11:12,"วันๆๆ นั่งช๊อปปิ้ง สะดวกเกิ๊น
#Lazada #foodpanda #Facebook",No,,
2019-10-21,14:39:12,"สั่งอาหาร 10 ครั้ง เกือบชม.ทุกครั้ง ไม่ว่าจะใกล้-ไกล
ได้ออเดอร์ไม่ครบ แจ้งไปทาง call center บอกจะส่งส่วนลดมาให้แทนคำขอโทษ แต่ไม่ส่ง? 
ว่าจะไม่อะไรนะ แต่แย่ทุกอย่างเลยจริงๆ ไม่ไหวๆ 

#Foodpanda",Yes,Company,Negative
2019-10-20,20:32:01,"📣 ใครไม่อยากเสียเวลารถติด แถมยังไม่ใช่สายเข้าครัว 🚗 ฟู๊ดแพนด้าเขาจัดให้! ใช้ส่วนลด "" NOCOOK "" ลดสูงสุดถึง 20% 🔖 ใช้โค้ดได้ไม่จำกัดจำนวนครั้งสำหรับการสั่งซื้อมูลค่า 200 บาทขึ้นไป.. อย่างงี้ต้องสั่งมาแล้ว >>  https://buff.ly/31n0nIG 
#Proxumer #foodpanda #โปรดีบอกต่อ pic.twitter.com/TPdbhS1FjU",Yes,Price,Neutral
2019-10-19,21:38:59,โมโห #foodpanda #ลําปาง ถ้ามีรถไปซื้อเองละ ปกติสั่งตอนอยู่ทึ่ทำงาน ลืมเปลี่ยนทึ่ แต่บ้านไม่ห่างจากที่ทำงานไม่เท่าไร ขี่มอเตอร์ไซค์แค่สามนาทีเอง บอกขอโทษแล้วนะ แต่เฮ้ยใส่กรู เหนื่อยก็เหนื่อย ลูกก็หิวข้าว คือถ้าไม่เต็มใจทำไม่ต้องมาทำนะคะ 😡😡😡,Yes,Employee,Negative
2019-10-19,11:27:18,ไม่อยากออกไปไหนอยากกินไก่ก็สั่งไก่มากิน ส่งฟรีด้วย #foodpanda  pic.twitter.com/5pWcaF4wya,Yes,Price,Neutral
2019-10-18,20:47:54,รอ #foodpanda นานมาก จาก 27 นาที เป็น 33 เป็น 42 ร้านก็ยังทำอาหารไม่เสร็จ ก็คือไปทำมาม่ากินแล้วจ้าาา,No,,
2019-10-16,16:39:45,คือไรเดอร์ก็พูดดีๆเนี้ยแหละแต่มันหงุดหงิดอะทุกครั้งเลย คือตอนนี้ยอมเสียค่าส่งไปสั่งแกร็บแทนดีกว่าอะ รำคาญมากเลย #foodpanda,Yes,Employee,Negative
2019-10-15,14:25:33,"Fyi ไปค่ะ ลุ้นบัตร joox กัน

#JooxThailand
#jooxkcon2019th
#foodpanda
#pandajoox pic.twitter.com/JMRQIRe3ju",No,,
2019-10-15,14:18:49,มึงว่าหน้าหีปะ กุกดสั่งแร้วรออยู่ครึ่งชม. ก็ไม่อัพเดทสักทีเห็นขึ้นแค่ได้รับออเดอร์ พอจะครบเวลามาส่งแล้วอยู่ดีๆบอกแบบนี้ กุบับ เห้อ เสียเวลาอีสัส #foodpanda  pic.twitter.com/WvpmvK4foW,Yes,Employee,Negative
2019-10-15,12:41:54,งงมากว่าทำไมไรเดอร์ถึงบอกว่าปักหมุดผิด ทั้งๆที่ปักตรงนี้ทุกรอบ กี่คนๆมาไม่เคยผิด ครั้งแรกผ่านมานานมากละเกือบครึ่งปี มีคนไปผิด ละมาโทษว่าเราปักหมุดผิด มาวันนี่สั่ง 2 ร้าน ร้านแรกมาปกตินะ ร้านที่2 โทรมาหาว่านี่ปักหมุดผิด ดูแผนที่ผิดป่าวเหอะ ก่อนพูดจาแย่ๆอะ ! #foodpanda,Yes,Employee,Negative
2019-10-14,20:02:13,'รักข้างเดียวก็เหมือนสั่งฟู๊ดแพนด้า เวลายูสั่งฟู๊ดแพนด้ายูจะติ๊กตรงช่อง *ขอรับช้อนส้อม* แม้ขอไปยูจะไม่เคยได้สักครั้ง แต่ยูก็ยังมีหวังว่าจะได้..ในสักวันนึง😂'  #foodpanda,Yes,Employee,Negative
2019-10-14,16:31:32,"เมื่อลูกค้าหิว !! ท่วมแค่ไหน ก็จะไปส่ง  🐼
#foodpanda #เชียงใหม่ pic.twitter.com/xeI0gzNHeg",No,,
2019-10-14,10:11:10,ได้คินก๋วยจั๊บมิสเตอร์โจแล้วเฟ้ย ไม่ต้องอารมณ์เสียกับการขับรถวนหาที่จอด ไม่ต้องรอคิวเอง ใช้บริการ #foodpanda ชีวิตดี๊ดีย์ 😊 แถมฟรีค่าส่งไปอีก 🥰  pic.twitter.com/scD7IkaA5z,Yes,Price,Positive
2019-10-13,19:30:01,ในวันที่ฝนตก ชั้นนั่งสั่ง foodpanda นั่งรอมา 15 นาที หลังจากนั้นร้านค้าขึ้นสถานะ ว่าร้านปิด และยกเลิกอาหารที่สั่งไปเฉยๆ สุดท้ายลงท้ายที่มาม่า #foodpanda  https://www.instagram.com/p/B3jvViShp_bcyjtj-LbpntUwR24t1fR3KMQf7U0/?igshid=1qwsgslkgz1v7 …,Yes,System,Neutral
2019-10-13,13:16:00,#FoodPanda พูดจาหมาไม่แดกเลยจ้า,Yes,Employee,Negative
2019-10-12,20:30:31,ฉันล่ะชอบความ twin นี้จัง 555555 เขาจะคุยกันบ้างมั้ยนะ #grabfoodth #foodpanda #grabth pic.twitter.com/pAGZBRHAv8,No,,
2019-10-12,12:49:47,กระเพาหมูกรอบ50 บาท หมูกรอบ4ชิ้น พลาดเอง ลืมดูรีวิวร้านค้า #foodpanda  pic.twitter.com/Of1idr2Pgk,No,,
2019-10-11,19:03:26,สั่ง #foodpanda ตั้งแต่ 17.40 จนถึงตอนนี้ยังไม่ได้ ถ้าจะช้าขนาดนี้คือเดินไปซื้อเองก็ได้นะ นานเกิน  pic.twitter.com/a8zUAHrQPa,Yes,Employee,Negative
2019-10-10,17:55:09,"สั่งฟู๊ดแพนด้ามาแล้วฝนตกหนักมาก พี่เค้าเดินมายิ้มให้ในสายฝน พร้อมเสื้อกันฝนข้างหลังเขียนว่า ฝนตกก็ไม่กลัว กลัวคุณหิว... บอกเลยตรงนี้ ชีวิตนี้ไม่มีผัวแล้วก็ได้อ่ะ ฟู๊ดแพนด้าดูแลดีกว่าผัวเยอะเลย เสียนิดเดียว ระบบ gps ไม่ค่อยสเถียรต้องโทรหาก่อนตลอด และร้านยังน้อยไปหน่อย
#foodpanda",Yes,Employee,Positive
2019-10-10,13:34:03,"พบกับ🐼 foodpanda มหาสารคาม🐼เร็วๆนี้ !!
#Foodpanda #มหาสารคาม #มมส #รีวิวมมส pic.twitter.com/ZGYsHRJKZF",Yes,Company,Neutral
2019-10-09,16:59:01,ทำงานช้าชิบหาย ควย #FoodPanda,No,,
2019-10-09,13:18:35,เคยสงสัยก่อนหน้านี้ว่าแอพไหนดีสุด ตอนแรกก็ยังลังเลแต่มีไว้ในใจ พอเห็นกระทู้นี้ยิ่งตอกย้ำว่าที่คิดไว้คือไม่ผิด  https://pantip.com/topic/39299861   แต่ยังไงช่วงนี้ต้องยกให้พี่ LINEMAN เค้าจริงๆอ่ะ ยิ่งตอนนี้มีโปรโมชั่นเสียค่าส่งแค่ 10บาท ยอม  #lineman #grabfoodth #foodpanda #get,No,,
2019-10-09,12:42:18,#ถึงรักจะกินไม่ได้ #แต่พิซซ่ากินได้นะ 😊☺️หิวไหม...จัดเล้ยรออะไร พิเศษสุดสั่งกับทาง #Foodpanda #พิซซ่าหน้าทะลัก ส่งฟรีไม่มีขั้นต่ำ อากาศร้อนๆแบบนี้อยู่ที่ไหนก็ฟินกับชีสเน้น มีให้เลือกถึง 12 หน้า ราคาสบายกระเป๋า คุณภาพ5ดาวเลยจ้าาา 🍕🌽🥓🧀 #วงในพาแดก #ฟินๆ pic.twitter.com/iQwCHOXQaL,No,,
2019-10-08,10:04:34,"สิ่งที่สั่ง       กับ       สิ่งที่ได้
ชั้นได้แต่อีหยังวะ จ่าย 45 เท่าเดิม
#foodpanda  pic.twitter.com/YpfqOXEXrt",No,,
2019-10-08,09:18:43,"#พิเศษเฉพาะเดือนนี้เท่านั้น รีบมาชิมความอร่อย ก่อนใครได้ตั้งแต่วันนี้ ถึงวันที่31ตุลาตมนี้ค่ะ😲😲
#palamer #palamercafe #foodpanda #chiangrai #thailand pic.twitter.com/vWaOJducgg",No,,
2019-10-07,17:37:42,หลอนละเว้ยฮึ ยางขึ้นมา มีแต่ #foodpanda🐼😂 — รู้สึกเยี่ยม,No,,
2019-10-06,23:56:47,"วันนี้สั่ง Food Panda คือนางน่ารักมากปกติจะต้องลงไปรับข้าวข้างล่างเอง วันนี้ไม่สบายเลยบอกว่าเอาขึ้นมาให้หน้าห้องได้มั้ยลุกไม่ไหว คือนางรอคนแต๊มคีย์การ์ดละเอาขึ้นมาส่งให้หน้าประตูอะ 
#foodpanda",Yes,Employee,Positive
2019-10-06,11:37:22,เติมพลัง #ป้านวลตลาดใต้ #foodpanda #กูม่อน @ ร้านครอบแก้ว พิษณุโลก  https://www.instagram.com/p/B3Q3rkFJbpvBlOVS2eZxKG-qmdG2xIkM6VPkKk0/?igshid=11a94uh7hcu1f …,No,,
2019-10-06,10:12:34,#foodpanda เริ่มสงสัยจะทำมาทำไม​ เพิ่มร้านมาเยอะแยะเพื่อ... ในเมื่อนี่สั่งกินไม่ได้​ เลืิอกๆเมนู​ กำลังจะจ่ายเงิน​ แม่งปิดชั่วคราวอีกละ​ ปิดเก่ง​ คือจะขายไม่ขายวะ​ ร้านเพิ่งเปิด​ แอพก็ปิดไม่ให้สั่งละ​ ชักรำคาญแล้วนะ,Yes,System,Negative
2019-10-04,22:57:53,รู้สึกว่าในเชียงใหม่เริ่มถูก Grabfood กับ Foodpanda คุกคามการใช้รถใช้ถนนแล้วอ่ะ ล่าสุดโดนfoodpanda ตัดหน้าตอนเลี้ยวเข้าสี่แยกเพื่อให้ตัวเองไปตรง ส่วนGrabfood ขับรถปาดหน้าในซอยแคบแบบนับไม่ถ้วน โมโหมากกกก #grabfood #foodpanda,Yes,Employee,Negative
2019-10-04,18:54:21,ถ้าไม่ห่วงชีวิตตัวเองก็ห่วงเพื่อนร่วมใช้รถใช้ถนนด้วยนะ #FoodPanda — รู้สึกศูนย์,Yes,Employee,Negative
2019-10-03,15:01:36,"อยากให้ได้ลอง #ผัดไทย #กะเพรา 

@ผัดไทยมัยลาภ (รามอินทรา14)

 สั่งผ่าน #lineman. #foodpanda
#อร่อยไปเเดก #อร่อยบอกต่อ #อร่อยนะรู้ยัง pic.twitter.com/14DBOhVhzo",No,,
2019-10-02,14:07:28,"ถามหน่อยพวกGrab,GET,foodpanda มันจ่ายเงินยังไงกันฮะ...ไม่รู้จริง 
ขออภัยในความโง่ด้วยครับ..🤔
#GrabTH #GET #foodpanda
#ช่องทางการจ่ยเงิน",No,,
2019-10-01,23:10:33,ขออนุญาตจิ้นแปบ ~~ (//∇//)  เจอมาในเฟส ขออนุญาติ นะฮะ #foodpanda #GrabFood pic.twitter.com/lDvCheMxNC,No,,
2019-10-01,18:41:43,อยากถามป้าfoodpanda คนนี้มากว่าป้าเหนื่อยไหมคะ เพราะเราเห็นป้าเหงื่อออกเยอะมาก แถมผมยุ่งมากสงสัยรีบมาตามออเดอร์ลูกค้า ขอบคุณที่ส่งมอบความอร่อยมาให้พวกเรานะคะ 🙏🙏 #foodpanda  pic.twitter.com/k01UvKnfIR,Yes,Employee,Positive
2019-10-01,12:20:11,"#foodpanda รับออเดอร์ไปเกือบ30นาที ทั้งที่ขึ้นหน้าร้านให้รอแค่20นาที ขึ้นสถานะกำลังทำ เราก็รอคนอาจจะเยอะ
อยู่ดีๆร้านมายกเลิกออเดอร์ ทั้งที่กุรอแล้วครึ่งชม.อ่ะ แล้วขึ้นว่ากำลังทำ ทำไม ยกเลิกก็ไม่ได้ ไปไหนก็ไม่ได้ สั่งร้านอื่นก็ไม่ได้ เงินก็ตัดบัตร โมโห!",Yes,Employee,Negative
2019-09-30,14:01:24,พนง.ฟพด.เขาเตะใส่กล่องของลูกค้าที่มาส่งอาหารให้ล้ม แล้วมองหน้าเราด้วยนะ (นี่งง? มองทำไม)​ นึกว่าจะจัดเก็บให้เหมือนเดิม​ไม่มีจ๊า ขับรถ​ไปเลย คือมันบ่งบอกถึงนิสัยมากๆเลยนะ แล้วคุณ​ใส่ชุดบริษัท​เขาอยู่อ่ะ ควรเซฟบริษัท​เขานิดนึง ไม่ใช่สักแต่ว่า​ขับรถ​ส่งอาหาร  #ฟู๊ดแพนด้า #foodpanda  pic.twitter.com/asGVJaCYTT,Yes,Employee,Negative
2019-09-30,11:33:50,"ตอนนี้ยังขาดอีกหลายคนเลยค่ะ พอดีีต้องใช้ข้อมูลทำวารสาร ช่วยทำแบบสอบถามให้หน่อยนะคะ ขอบคุณล่วงหน้าค่ะ 

 https://docs.google.com/forms/d/e/1FAIpQLSfOzj60gtznovAovA7xxcqidDFOEaQl55ncr_x2CkBkwX_LBg/viewform …
#ช่วยทำแบบสอบถามหน่อย #grabfood #foodpanda #GET #lineman #Honestbee",No,,
2019-09-30,11:27:18,"#foodpanda
ธุรกิจบริการสส่งอาหารออนไลน์
จะมองว่าเป็นโอกาส หรือ ต้นทุนเพิ่ม
อยู่ที่วิธีคิด
ทุกวันนี้ต้องยอมรับว่าที่จอดรถสำหรับบางร้านสำคัญมาก
บางทีเรานึกอยากกิน พอนึกถึงเรื่องจอดรถก็เปลี่ยนใจดีกว่า
ถ้าเจ้าของมองว่า...  https://www.facebook.com/545886760/posts/10156311711671761/ …",No,,
2019-09-29,22:07:08,"ถึงพี่ๆน้องๆผู้ขับ แกร๊บ เกท ฟู้ดแพนด้าและไลน์แมน

ขับขี่บนท้องถนนระวังด้วยนะคะ
วันนี้เห็นมอไซด์ชนกันกับตา ไม่เจ็บอะไรมากแต่รถก็พังและก็น่ากลัวอยู่ดี

พวกคุณคือผู้ช่วยชีวิตชะนีผู้หิวโหยแต่ขี้เกียจคนนี้เสมอมา ดูแลตัวเองดีๆนะคะ🥺
#grabfoodth #getfood #foodpanda #lineman",No,,
2019-09-29,13:33:05,#Foodpanda ระบุที่อยู่ก็ผิดพลาด ระบุก็ไม่ได้ ทักหาแอดมินก็ไม่ตอบ หิวก็หิวจะกินไรก็ไม่ได้กิน อารมณ์เสีย,Yes,System,Negative
2019-09-28,15:07:59,"#แจก บัตรส่วนลด #Foodpanda มี 2 ใบ 50฿ กับ 75฿ 

กติกา 
🔺RT+Follow+Subsceibe แชแนลท่องเที่ยว  https://youtube.com/channel/UC2F-TWMLE9ugu9QTsjZRU2g … 🔺
แจก
👉ครบ 20 ซับในยูทูป👈
#แจกฟรี #แจกของ #ของดีบอกต่อ #ไว้รีวิวห้ามขายของโว้ยยย #KCON2019THAILAND #เพชรบุรี #ป่าสวยด้วยมือนุช #ป๋อจ้าน pic.twitter.com/dD1uL0UL1n",Yes,Price,Neutral
2019-09-28,14:58:22,#foodpanda กับ #GrabFood อันไหนถูกกว่ากัน แล้วมีร้่านเยอะกว่ากัน คือนี่เคยสั่งแต่แกร๊บฟู้ด,No,,
2019-09-27,12:20:35,#foodpanda เหี้ยมากเลย คือมาแจกโค้ดลด 50% พอกดใช้สั่งไปก็แคนเซิลพอจะสั่งใหม่ก็ใช้ไม่ได้แล้วบอกว่าสำหรับลูกค้าใหม่ คือควยไรเอ่ย,Yes,Price,Negative
2019-09-26,17:45:41,ยังไม่ได้รับอาหาร แต่การติดตามไรเดอร์ หายไป หมายความว่ายังไงหรอคะ #foodpanda,Yes,Employee,Negative
